tx_hash,block_number,timestamp,from_address,to_address,value_eth,gas_price_gwei,gas_used,tx_fee_eth,is_contract_interaction,input_data_length,nonce,fraud_type,is_fraud
0x91873a602743966aee14dd6df6d9357fed9943e7c91e62d5e327d29bca1e26da,18004608,2024-02-26T22:45:58,0x57aa346d77a61b6a6806beb4e865763f29f8cda2,0xb58db892c3c10cc83c74ef08ad4c5f474923b9ca,7.341192,61.1,59658,0.00364506,False,68,2154,normal,0
0x2ea98c85bb3e8c514d992588d7a8efe891a07326bd230dac0e72fd61da24d56b,18401607,2024-09-13T07:00:00,0x54b45602871333faee5cbbc65d1e8022347a93f1,0x542b28273ffe4ba22a2aa6e9ccac8979f7fba3b4,0.004163,41.85,57080,0.00238884,True,332,3,phishing,1
0xeb8413f4649da743f81ca99d70182d17cec1a576e5c182faad1379d409437b47,18000363,2024-12-13T19:03:50,0xead6a5d28f8d43a0aff933ad13bd6fc4dd341a92,0x4b209ba5b3f5e1e8086576111237a121380aa359,0.784649,38.66,65350,0.00252627,True,0,4570,normal,0
0x6cf24314cc73cd96992e534412e8ced6d4ad99e3963ddc01c44512012b4d3f92,18601215,2024-08-25T15:00:00,0x8100f6c32f5b295a8766a2faac22f2f46bcd1347,0x5b584b08e531a72148c09076f438aaa31adf37e2,650.151005,36.92,136947,0.00505581,True,68,2612,rug_pull,1
0x82cc350442c1b0f37e012ac83b70a4381d75a92e6cdcb397c14550cd97a8db9d,18008764,2024-03-17T08:15:22,0x4df9b6266933c21e25141c62a83d54bc34c4aea6,0x6ed6376ed6d1df197d103177fccd1bf6f05398f2,0.135298,31.98,85463,0.00273304,True,68,4380,normal,0
0xacc0f72991006a0b9831d05a4a9c74796f04cbfb2b1bd6d2636f9acdea93f598,18400800,2024-07-02T00:00:00,0x60c9099e310deea3031128570ce71c90612016c0,0x2d923053086654a6303026a0348cb247db8f0a5a,0.001635,90.38,48117,0.00434896,True,368,2,phishing,1
0xd42a3538612163f2608d2fbb73f86c8049b5712c9aa6f428ee1b6969512c6177,18001290,2024-08-12T03:49:51,0x313ac98549d85f505588be2c2ac857c9d4bdeb86,0xaf6142d32d9c518910176b9967e436aa1db0a085,0.779873,20.22,32401,0.00065529,False,200,4999,normal,0
0x81ec17f7d10400f6d12b0b4de2b70ff8aa7ac72d97664c74ea0ff49ce7c7c316,18004624,2024-04-15T18:26:13,0x358418a37e6ea7e726d8ae8655e1f81632bc9ffb,0x695aaf3e042fc213b2e8b79b301e8b602c65c438,0.627745,42.62,82699,0.00352423,False,200,4126,normal,0
0x20f7aa5fa80c90216488cb67088f05bc7cbdee556fc1b911098ed1ab21925a7c,18004218,2024-11-21T22:36:22,0xdc4e00d2ab6d002b9fb9065d41957291af9c635c,0x92f48b8de83c143c9760bd09d9849e99672215dd,0.59851,11.96,64069,0.00076635,False,200,910,normal,0
0x05075712dfb6e4b06eeb816f3dd6215402fbfec52912b1f53d5ca995358ca7a1,18403401,2024-05-08T01:00:00,0x4a4201e56f3b1b18d2dd6b110021bc2e7aa3c0e5,0x804b60c4d927b1764b7035eda82b7b217c220102,0.001822,122.85,47422,0.00582597,True,300,1,phishing,1
0xcdd262bf48239565aae86c12332d90189c9ef938186a0a7e0b09b34cc722bd07,18002847,2024-03-06T08:51:12,0x92dcde03b90f4ecc5ce686e9a76ab72eae09862a,0x8e5dbcb6fcb80c2af5d66844e578c1c9845179a8,4.790061,35.24,85663,0.00301873,True,0,723,normal,0
0x39cb945bbc95563ee635925f17ffa1fb6844d4461d552c34ddf717155fb98a61,18605717,2024-10-19T17:00:00,0x7116c4c1e95fbf611c94264f81a3e0c3f0a28311,0xef838281164264a667828468a958383df936bbff,707.023232,56.27,94741,0.00533082,True,68,3033,rug_pull,1
0x71caa198c4c1af1576e3cf1c565c3b6e32e6d529fbdbd6d7bc1a40c04ccbddee,18007416,2024-04-28T20:19:51,0x5f21adf16d1e9f85b13a83fbef28b3bacc93b886,0x20d2dd0a416d9563f2dabe9a4c293593a5390c30,5.064248,40.4,39628,0.001601,False,136,2391,normal,0
0x7ecd0ae9080c5ff03d12bafa23e3f739b0cf7036ca1324faf66ea2c20ad058de,18403202,2024-08-01T02:00:00,0xcdf32a4311be7addc5add34b289554c94520003d,0x67222349ba8b743811d5e06a46ea979c54b21a5d,0.000815,84.8,51814,0.00439408,True,368,2,phishing,1
0x2630f5536b4aa45856f60d978f33cbaae73ad674a437f3c05c1fa15f259c45e6,18000990,2024-07-09T20:27:12,0x2660672dc64a0ae0b3c3b49549ba01bb4ae3d9ae,0x4e132b417a4596b2edd634bb466f602660787cfd,0.08565,16.2,28165,0.00045638,True,136,2748,normal,0
0xed07d1423b5522a239cfc1b010f6afae73ed678436bbba5aaf9c28854be77481,18203802,2024-08-26T00:02:00,0x38145db15c2e60bd6bebca98fd719e4d8338cc69,0x3267ba777c3ba023a2d3d998993a3f44d3f0f46e,152.186281,62.64,165957,0.01039535,True,200,198,wash_trading,1
0xc532dd01a65cf7272f0e58700fde2bcaf5df5f96eefb32c5f79c17fd78bcb176,18002625,2024-08-05T23:15:15,0x00c6a81aef67048beb91e87a3e05d963fd8d8164,0xe5c30df880ce0b25cf30d16883950f192fb0c9d1,0.006378,36.78,71506,0.0026299,False,200,231,normal,0
0xd78349a5f392ae2f1ac3e3bfd224fb2658f7e5f3d564cc30db17bbc8504edcf4,18004520,2024-11-03T07:22:06,0x6053caa0671d142ad95def02ecb4314fca9edb3e,0x588e294e486db83026ae052c1e77d2d651d26b11,0.708297,34.04,26863,0.0009145,True,0,1941,normal,0
0xe3b0538f06d458a183825353f1ac8c571de172dcc6ef0db446bc683f82e0d4d4,18005691,2024-08-12T10:50:50,0x6960e3035eb7b446c77ab58e3b2d14ff5630e876,0x76d1f531d1480993477a866f357cf63ef7ea34b6,0.372254,26.74,44886,0.00120043,False,0,86,normal,0
0x88596173f7b42ae76b22d528ff6c3fd7958a7a9d75f3a165f20a39d360daa032,18402204,2024-06-29T04:00:00,0x0be8efb8c10701a170c55dc65de3337c0fd9b79b,0x64daeffcbc8156e04bfc975c11de4ee7ac5807b7,0.004114,95.94,56717,0.0054417,True,368,4,phishing,1
0xb18f2361a6833f60b0aface657126944ff3b869cf7875ab18937b0e9be02744f,18005458,2024-09-24T03:46:49,0x266b7d1623bc2b7058c276611ef6186789422a38,0x687825c563d5cfccfc88ed8eb70909dc97e0044e,0.077734,27.97,71690,0.00200484,False,0,1946,normal,0
0x831b8d55dfc8349ec0c63b29127886a9643fd664968b33fad8eff97fd0553037,18003362,2024-09-03T13:06:43,0xb201c758275197b161a3b4978084d0e27dd7c475,0xa400ff95eb15ea17c6e435e3a98f419c4fb96ee5,0.024951,16.45,94635,0.00155632,False,136,2569,normal,0
0xc1b8b2b207e21a58097744e6a07d51892845605bec70daeee7d299476eb01b15,18200003,2024-04-09T00:03:00,0x7c98cc0a4a6cd8e0fbfc604e884ad171ec772de4,0xb6c8735a245561049a55e5931958731cfc88d461,119.941986,53.29,120615,0.00642727,True,200,217,wash_trading,1
0x64ae4f2b242f119db73612cf3cc8c3089fc0f3acb662ae57035faeb4f4a9d8f5,18001100,2024-01-03T11:49:26,0x38defdcc38857df8118075402e7af822b0a9dfe1,0xab4110dc8b7b2446f144dded33da87bdbe903c54,5.509766,28.09,39423,0.00110743,False,200,4326,normal,0
0xa810c5088beb16b9c20830c167dd047975386d929839e5e0cdc653a85d9db5ff,18603300,2024-10-09T00:00:00,0xa842d24e010c63935adf9aa9529dc8b2a16a9346,0x898e415e335fb53282916f92401665d95d60f9c8,609.942841,44.56,128978,0.0057472,True,68,3418,rug_pull,1
0x3598b118a1be6f85ae9d960d0ceceda5878691c0f8632ee24b58abef323f9663,18402807,2024-10-18T07:00:00,0x4b50eab12ca67f291d4fb0b735e9fa511b37904b,0xd5b91f046f4e818a0e00ade517b8a6c43b774936,0.000557,120.03,55455,0.00665627,True,300,3,phishing,1
0x9a1be3029398117668a1d55bef28ad9ef1b139f0af6cab49dff1aa1f3edbdeaf,18001816,2024-11-17T23:25:15,0xe9d0d52dbdf1f01c3a7107e5ab57b442c7a89425,0x79a481652dae1009307736d6d0189ffd96012069,0.014586,22.81,40473,0.00092313,False,0,4883,normal,0
0x8db75768aab3ebc5091d760638ceaab6734230999e3f4587316ee064c61c47cc,18006850,2024-09-27T01:12:05,0x9bdc8d31b705964cdadc41832279716dde26f21f,0x02ced8c7385a5b6dcea67aa46a4139c9077de3f2,0.685435,34.63,28224,0.00097748,False,136,4446,normal,0
0x57999932438836b86b4a8a4f93c03b86b93dc38f8fd0839fa3560e6877cd4a41,18203017,2024-08-20T00:17:00,0xf99b486e5b791252361ea4f2f9ae6af23c4a87ad,0x0fbbdfbda90ce54313a260b88367631663330377,155.228125,115.9,145384,0.01684996,True,200,429,wash_trading,1
0x0ad5b7d87bf7d30a7bb2f197acd99f3c0b329125a7dbc26588c812eb8c3528f7,18201814,2024-07-15T00:14:00,0xe937c7feb19fb8e3cab4f6d3240f327072f9a11b,0x850d3ce511a498ea59495705b6b54953fdde7e22,157.796211,103.16,158263,0.01632641,True,200,491,wash_trading,1
0x75bf76941d23436896957a8bce8c48379404f58b6832219980b38d3873a6a7d0,18001775,2024-04-12T23:23:00,0x6e23ae818ce6709ab859f56f01cc4cf7ad5a3323,0x8595c3241b3338d768cd51ca5938586f0beb203d,0.50486,29.03,90963,0.00264092,True,200,33,normal,0
0xb029480c07ff0036b8c3146b84d74ea199723cd8a33ccdfa1570b294fe18f45f,18007976,2024-07-16T08:36:27,0x4a37ee90281551b78b2dde8c6a3c9d3b45da019b,0xf6450ec13214c107ada029ba7cdbda865e4b436b,6.587466,22.25,98183,0.00218495,False,0,4632,normal,0
0x2c7a0ebdf8c2d697f3c22aaa0ee6f6fca1f3d5afa6fcf489990109d6e792a1b0,18000695,2024-05-03T23:42:40,0x7960aba4c47868e5b3e1328769dca8c1f025cd84,0xe08e7940d8b7ae12a57655e9b6b236cf2276846f,0.408486,26.15,66193,0.00173074,False,0,1092,normal,0
0xedf6ca9c0e89b5c18e515bf6d6f8042a3703eb31665fff1bf277a7a63a926516,18004048,2024-03-16T15:55:20,0xa400ff95eb15ea17c6e435e3a98f419c4fb96ee5,0x37d350f248e849518a2ac3f4e6ec3b4e37bd34ed,0.003969,31.84,81117,0.00258264,True,200,30,normal,0
0x3c374c7707eaa3e689cf0d47b8d63a04b2d7e62f8d5661fe1bfd3b7771ce6e8b,18002540,2024-12-10T22:51:56,0x42378b182b047f5e843072aa4141a3b1eff586c0,0x20a0ccbef273b8e890efdae5f523a8ccd718e5b6,1.890734,36.09,69253,0.00249944,True,68,1464,normal,0
0x7307c43934445aea13eecb60c26ed5eea0ee27a298622f16a21af3ce61651c3f,18403904,2024-06-23T04:00:00,0x46a9e8d7aabe7d41bb4186a6dbb41167f9182a8c,0x425667e5b579538440ef6c0d60e61ccdcd495dce,0.003536,84.45,43475,0.00367132,True,368,5,phishing,1
0xbb217461952e22c33fd7ac968474cae02a5e320e5abce1015daea5f01f6549f5,18603616,2024-10-26T16:00:00,0xd4894e1cb90591d5a7f799fdd51e523dfac173fe,0x160526b04d118fe11435d51d6f6704fc790bdca6,937.564504,54.24,88533,0.0048016,True,68,901,rug_pull,1
0xce0fbcaee58b9c3481349153af9f80291f697eb325e1271bb4becde05f955e47,18000567,2024-10-05T22:15:11,0x79a481652dae1009307736d6d0189ffd96012069,0xf382f81a6bfdd6f703ab5e32dec92108f7a90ab0,0.255065,39.64,65852,0.00261043,False,200,4703,normal,0
0xc0438ade8deacdda45973e4372b09c26f3096e31758540e9b819360b29690e6b,18603018,2024-08-26T18:00:00,0x200fcbfd2ff9341e3c9801d99274c5f9cf766d1f,0x8b2e85d50ce4b7c02467209d03ead1ecfd0d1a5d,464.70967,61.31,130432,0.00799678,True,68,1242,rug_pull,1
0xadba9ae1594f3e1e6eea5cb0104162e7307df0902baa6a049d051a9096fe73aa,18004809,2024-08-30T16:04:37,0xee8bb2e497f11a08550dca2935d2239860873afc,0x9bdc8d31b705964cdadc41832279716dde26f21f,0.115442,38.3,22804,0.00087344,False,68,1645,normal,0
0x63a28f0d0b94a9b1bd4b67e6ca56e2e938c56610868df3ae97fff724945a4de7,18002654,2024-05-25T21:53:15,0x4b209ba5b3f5e1e8086576111237a121380aa359,0xa0e4333c59fab2d04fb01f4b469ec541cb9a14cd,0.117837,20.21,71769,0.00145064,False,0,4053,normal,0
0x716fc9841b0346ed078a2f4c10aaac55a07d81d004035f71ea85e07194694189,18402906,2024-05-20T06:00:00,0x5c2b7efa7fe508763fdc417e9fdb6d39c426c71b,0x5724996302012ba3419c944e7dec72576995eb82,0.000415,101.88,50179,0.00511212,True,368,5,phishing,1
0xa3f8c433f33fb806b4d771a22fab073a693ee502dabffce51a425c121a69f240,18011000,2024-12-08T13:14:19,0xd794882e56324d00609b89143c235f1aaf9429a5,0x6ac210ea78bf65555f32b384a937ca7bef6c8ca4,0.764111,40.72,21330,0.00086854,False,136,4118,normal,0
0x37df060f0e7a46b83670cddee74ff2f0b1b1ef4410ad2ee90b96e7060106c48b,18605104,2024-09-02T04:00:00,0xb8939626f3030017b23d48a15df973946cc2221c,0x3c412df15aa082cb4c0da614528d24e2e23491f6,888.409189,81.31,131121,0.01066135,True,68,2053,rug_pull,1
0x70caf920894a8553f864e127b64285031ce7f00292a9c9faed9db466d7143352,18001108,2024-05-14T06:02:59,0xc76b4e5ef143d5101ad69614bfc03959eb439a19,0xe08e7940d8b7ae12a57655e9b6b236cf2276846f,0.610427,25.88,22807,0.00059027,False,200,4104,normal,0
0x3d03fb99e000f1da3f2d982f8fb158082d8799360c7ddde26a7962d0b9713168,18000337,2024-01-15T05:12:56,0x192bf09f5f555d2226bfc667d7f2bda1fbe782bc,0x0dd2b3752d462dc54fd19c5d455f191db04c757a,0.044544,22.22,95537,0.00212301,True,68,414,normal,0
0x77db0ee4b65202acb48bf12be969d7785601cfb53e3abe8dedb2d1a2dc35ca3d,18201211,2024-07-11T00:11:00,0x6558d171cd010a515b8407f5aae314859aa88c32,0x65c056301da502eea3cecfffeaa25e318ed151f2,174.83603,92.21,139681,0.01287982,True,200,107,wash_trading,1
0xcc4502eb1974695d5734a8b053a42ae483051a3c9550cfc308fa675c50c97c0c,18403409,2024-05-08T09:00:00,0x736bdcaf7fcbba4f125992667a7cb7ed08e23006,0x804b60c4d927b1764b7035eda82b7b217c220102,0.004067,82.25,51235,0.00421384,True,300,3,phishing,1
0x122800f58ff4808ffe78d40a023f815a894f6933914490b2930a194a5cae25db,18003228,2024-08-04T12:57:06,0xaf6142d32d9c518910176b9967e436aa1db0a085,0x6ac210ea78bf65555f32b384a937ca7bef6c8ca4,0.379587,32.31,71625,0.00231399,False,0,4619,normal,0
0x6e9aa17d427d5c9dd1679ef23debf5c7a92fefbcb23343f4ce26734720496f73,18008052,2024-01-26T04:56:51,0x8c18674e397d5824f482dbea88fc9f02d02153c7,0x231241e95fa0f9cddfec145f25ee6f3ad2ef01c4,0.11398,27.4,97358,0.0026678,False,0,527,normal,0
0x3e2ed755914edbad003f336d3e9508c505088a37c2bab01b192839e26742484f,18005312,2024-02-22T20:38:30,0xf0055153dc9d616418d23d79683af9c00cce824d,0x6ed6376ed6d1df197d103177fccd1bf6f05398f2,0.071511,38.9,89713,0.00349006,True,0,4433,normal,0
0xf3745908b27b292def47801fd6e20ae1e8754187ac7a2c54189a15b3bcf34f49,18008824,2024-05-21T01:00:13,0x041828bfb2b507286d459b4761be88803195fcc7,0xc50b3d06a14d5c8a5aff6e8e097140bd8447d03e,0.075196,5.02,32726,0.00016426,False,0,876,normal,0
0xe9aa632673918d7e011194ef117bdd34cba43dd31362d1fed86fb8502aede8ec,18402306,2024-06-12T06:00:00,0x7bd3936fb801fc7552b3d5cca9044ce2e91f228f,0xe97ac832684c84cdcd5362bdc0b4834a442cb925,0.003641,94.9,58017,0.00550584,True,332,2,phishing,1
0xc9e3bf144989507e499fca4c71d894359d979e921a47ff27ceafb14636f27b49,18004232,2024-08-15T14:36:03,0x21d88b69e810ef2cb3d4a2f4ea2f41ca59d5f19c,0x4e132b417a4596b2edd634bb466f602660787cfd,0.147152,35.04,34810,0.00121991,False,68,3464,normal,0
0xd31ed87f898cb0bbcc5c668c5445536093d4d4906a3c0885ec2d289197474cc5,18006675,2024-02-18T03:48:15,0x1bf19464968316be77526f96d1d2587088d7fd9e,0xe7ed041cf7316da3a163cc62e0ef1c4649651ef3,0.12936,35.82,96448,0.00345479,False,68,326,normal,0
0x0aaa63039452e060938f8a4c1bffb551c46d71474ab2ca227ce2cfe0b20dcde3,18004605,2024-12-31T11:36:42,0x43607879d0e7540c1e9f06a1ebd469b9d7d2d60b,0x3dfeb40681d98729ab3ed87d98a960b9540c6af9,0.161526,30.93,46248,0.00143038,False,68,1257,normal,0
0x95b619a236215ce68e9f7c49d08cac725978ad05899e5eb57b14998365b76618,18200205,2024-09-12T00:05:00,0x444384ca85d35fb9c8c87f0a1663977056c7adae,0xa82b9ad2a90fc0c0b7b61557599bf5c0a21b71e7,97.695061,96.33,117230,0.01129259,True,200,309,wash_trading,1
0x905f360b4dc9ef866a1004d0b1e2cbca8456ef49b806ebac859a527b21af32f7,18008560,2024-09-09T12:34:09,0x4ac7acc4bedf04dc077aa1267109fbdf8e8547f2,0x884914792008f0fbdd29c986a4300ab4fdd64710,0.025629,40.64,90756,0.00368827,False,136,4073,normal,0
0x7860b9a7a127d12cb6f9cfc40c7e36657ea7bea1332ee2dddd24e4fc6346ddc3,18203619,2024-06-15T00:19:00,0xac48cbdd914f812acff93789edf80982ff513a59,0x83e1e00e119d35ad5a63937f77ac2d969d288ca5,197.479416,70.94,125577,0.00890865,True,200,183,wash_trading,1
0x43e535a36138e8bf5985d3e4c1e105eda4a07c9c4f125bb29764810099b99d28,18001308,2024-08-01T05:31:58,0x82f6a5dbff87da01f016e11ce370ae7eea2e1d53,0xb6c1d0a8003eba14e62576c431be180e531f1d4d,1.87544,34.75,58707,0.00203989,True,0,4039,normal,0
0x4d13694171db5d8865a33064238aeaabc357ca1c73f8dd2bf78b7612dcc3aba7,18001344,2024-08-31T10:22:13,0xad61d31be328fa6109ee9725067e200b126bcd09,0xac9f83e6d15e99b09d95dbbafcb68ba95add0998,0.286311,31.47,44394,0.00139695,True,200,1557,normal,0
0x68b2f6dd0761b6d762f3d9f277527d0d3cb24983925d074fa5bebe08c92759d0,18006684,2024-07-25T19:45:36,0xfd71157793e7e910d2732f0244b695b62fb8e730,0xc76b4e5ef143d5101ad69614bfc03959eb439a19,0.078902,42.3,42705,0.00180642,False,136,3079,normal,0
0xcf6290efd0198efab0b2390b1728fef7e4a3290fd1a372894e7175502a5b5d95,18002852,2024-10-17T03:00:45,0xebc9c628a8057b6c2fcf90708df5d8cb2d0d7b52,0x24b6dbacdedadf22bb4ddd2c03b95f4c3bb439e9,8.039048,18.97,43298,0.00082127,False,68,970,normal,0
0x6c07f82191742289cdbb8b328e7f5231690c7dabf9963bae5f0be78f52ad52cf,18003358,2024-06-23T00:35:51,0xc57cb39c56875042b4c879360d594d872b8863b6,0x8dfff77a858502c7273ad9bbbc7db17a62d75229,0.731434,20.2,77904,0.00157388,False,0,4460,normal,0
0x4505769e308856de11c416e8e4b3e0b84dbef668e34dd8cb3ca4637b6de1c36d,18005109,2024-12-03T05:11:14,0x6053caa0671d142ad95def02ecb4314fca9edb3e,0xc2cf189e6c574b4ddf8080a491c006a1edfb5634,1.023373,31.26,32056,0.00100213,False,0,3222,normal,0
0x0686fcb7939a26627064a943534bcd21b30e47db0cfa9d2025fca86c30f93a17,18000560,2024-08-11T03:15:27,0xd3a9b77aa4c231d8eda41f15c77febbd9e55547f,0xf96a566ab2ac3cf2d7289712a20160d33e0adc76,0.181246,40.89,32551,0.00133099,True,0,2781,normal,0
0x3d83350921a962cbe66e7fa685664875c2355057040ccf0915312a042754dfad,18002988,2024-03-16T14:15:06,0xe7ed041cf7316da3a163cc62e0ef1c4649651ef3,0x20d32038e970d79360f062c4bfdaa885f7144e15,4.39279,36.23,64527,0.00233787,False,0,1493,normal,0
0x4f1adaec2a68eca182546e665f2f06a32a997269f7d9167d63c95d10843ccda6,18200210,2024-09-12T00:10:00,0xa82b9ad2a90fc0c0b7b61557599bf5c0a21b71e7,0x444384ca85d35fb9c8c87f0a1663977056c7adae,98.44238,120.32,156698,0.01885406,True,200,167,wash_trading,1
0xef6279c157b931f6411510a8b55b4e18ac7b2f92e6b0486ab6c6bcf05784f39a,18004576,2024-06-30T14:58:26,0x588e294e486db83026ae052c1e77d2d651d26b11,0x358418a37e6ea7e726d8ae8655e1f81632bc9ffb,0.150128,44.22,30666,0.00135616,True,68,1102,normal,0
0xe63209a5d21c05ddcb3f60dce119f0d6a85109d008f64204e4edbf09be0f93aa,18004695,2024-07-10T09:23:27,0x03c4ed33aae6ea33d5601ad5273d1a1d99b72557,0xe69f5501c5357d2352ed9c109733c02aeeeea935,0.029447,21.94,72820,0.00159777,False,0,3592,normal,0
0x6b40be835d5f8374f0eca9c4bb164d9a2db160fdac05960bd20ebc6f8e4c24f5,18002923,2024-02-22T16:24:52,0x041828bfb2b507286d459b4761be88803195fcc7,0x0fce1eecf97cd45f808ffce56ebe5bf74bb9bf97,29.692816,20.06,60295,0.0012093,True,200,1325,normal,0
0x548ee6961ad4490c2af8b12df2a8c073bb50afea74a04f9b443e832174951d72,18005168,2024-02-16T14:10:06,0xd3a9b77aa4c231d8eda41f15c77febbd9e55547f,0x8e5dbcb6fcb80c2af5d66844e578c1c9845179a8,0.11658,18.72,99655,0.00186548,False,0,216,normal,0
0x790580f4919d7171bfdd892106c54f101b1ad3ef2f83ee6f810e4b2c59e56272,18605406,2024-07-06T06:00:00,0x28abe42294a63becd823484a80199c9b2d3dbcb5,0x1dd876535c05421aa8a242d596040cdc89f3e8bb,695.274476,61.09,147074,0.00898492,True,68,1571,rug_pull,1
0x08cff726c993bbfc9dc2c3858efa53267ed2d63d96ce1f6a9acc4da1c71ac048,18002600,2024-07-13T18:52:07,0xec5ee9c9cb93164f728b1ce3a2a47962d072abb0,0x4a37ee90281551b78b2dde8c6a3c9d3b45da019b,0.022041,36.2,47952,0.00173572,False,136,4231,normal,0
0x2e7c513b206c47c9da557015d1986332f29023baf5bebce05b11a85f9d0e42ab,18004790,2024-11-06T08:13:11,0x89cde0c1fb39e2b84a8475a9ca3183657222380d,0xead6a5d28f8d43a0aff933ad13bd6fc4dd341a92,0.112852,23.79,73540,0.00174963,True,200,72,normal,0
0x9a08cf210b1d4e43f25917d27f4e3e31bf3a9da1cf2c72906673d0a9f45f70d0,18000222,2024-05-28T03:25:01,0xf382f81a6bfdd6f703ab5e32dec92108f7a90ab0,0x0dfbc86ad6de9296cf92b2c6aec37c777fa94bd1,1.029826,13.87,75747,0.00105083,False,136,3769,normal,0
0x9dd1510311ba4b383e7a99dc8be64abfa3eedc17ca0c9ac704d1de8ea6051e45,18005661,2024-04-23T21:11:04,0x0fce1eecf97cd45f808ffce56ebe5bf74bb9bf97,0xe901ca7cf8dd3bd6503db5a64cc84076fdf0c339,0.02582,34.72,73858,0.00256401,True,200,2948,normal,0
0x275bb5fa97937a60c5481b4ee0aac908fbc408bc962761f2118032d6230a8b51,18400405,2024-08-18T05:00:00,0x6024e318da8eba851c60dc938ba029b42bda2da4,0x89f5a20467ba55269163e9d2d7b8cc3d4f429933,0.000547,65.97,36860,0.00243161,True,368,1,phishing,1
0x1f074c53f7d45b515d76d2bab3ccfa379a56a30befd4571c180c07cd5bd6a5d7,18010684,2024-08-23T12:11:37,0xdc4e00d2ab6d002b9fb9065d41957291af9c635c,0xa0e4333c59fab2d04fb01f4b469ec541cb9a14cd,0.028643,24.39,42163,0.00102821,False,68,4216,normal,0
0x7781182aeed39b5bec03c0fd788b300ef8c52654adabb31885659ea30c253719,18403400,2024-05-08T00:00:00,0x736bdcaf7fcbba4f125992667a7cb7ed08e23006,0x804b60c4d927b1764b7035eda82b7b217c220102,0.001337,91.41,41159,0.00376222,True,368,5,phishing,1
0xbdf383e713a1550294cd983cf389acdfda0ffc812f354558a1e1c1551270811d,18002572,2024-03-24T17:19:07,0x24b6dbacdedadf22bb4ddd2c03b95f4c3bb439e9,0x42378b182b047f5e843072aa4141a3b1eff586c0,0.023417,35.08,91761,0.00321897,False,0,3752,normal,0
0x9bff6219e98587a36b9bf27c45bd2214ec47d3a7ea619468d1b278f06ce0dcb5,18003171,2024-04-18T04:25:32,0xc50b3d06a14d5c8a5aff6e8e097140bd8447d03e,0x7960aba4c47868e5b3e1328769dca8c1f025cd84,1.117659,24.87,77554,0.0019286,True,0,3029,normal,0
0x9a350ed8994ab07fdbef5ac43964bc16a8957f6e0b4fe8e72d9a907254b66e1b,18000932,2024-06-07T07:15:47,0xc50b3d06a14d5c8a5aff6e8e097140bd8447d03e,0xb6c1d0a8003eba14e62576c431be180e531f1d4d,0.041919,8.01,72097,0.00057764,True,0,234,normal,0
0x3cbfa7980b3cd865aff30492ffce8650e775a64185d24fe11ce650510995c5d0,18004200,2024-02-05T12:18:13,0xb23f41afa5f47b191d275cc24f063272e9a95f5b,0xaf7f3e6b8210c05ab74715645457679c14691c7b,0.674081,29.76,47083,0.0014011,True,0,3019,normal,0
0x972cf9be140fe89d91e23df44fc6fc5b781325ebb3ac684dbe19e24c7eeca768,18000315,2024-08-24T13:03:12,0x93446f17ed6457b1cbbee6e7fdb203dc137bcc0f,0x0fce1eecf97cd45f808ffce56ebe5bf74bb9bf97,0.083259,24.34,92118,0.00224188,False,200,3621,normal,0
0xf8f1fbe3549165f05c603ef3349bddff5a016831de7ae08b07599d517ba1a5bd,18007335,2024-10-15T23:28:42,0x8595c3241b3338d768cd51ca5938586f0beb203d,0x4cbc791290affec0a98c477172f35395c5af7640,0.107194,17.81,33631,0.00059887,False,68,2970,normal,0
0x5f177c97f977e0c3e8be76a29dad9eaf252defd5fbd315c96fc8931487d9ff8b,18000647,2024-04-10T00:05:34,0x0dd2b3752d462dc54fd19c5d455f191db04c757a,0xc29d76a2782702d51a3bec279b73785f2c271b85,0.415923,29.01,57428,0.00166605,False,68,1592,normal,0
0x5d8f559f81fc364d3708255c83cfa4f495930ce48a96944f6b447e90a4b07e7d,18010228,2024-04-02T08:02:50,0x561f847647774cc1bf4a600d5f412a15ecb011a5,0xeb6d9b1ad0921c576edb0f48cf84dec4b234fe72,0.300812,35.19,76178,0.00268098,False,0,42,normal,0
0x07d7754b408fcbe6c3b4963c7c51ca74370b61a60101b4407838676cfb7ca551,18013870,2024-06-21T13:17:00,0xee8bb2e497f11a08550dca2935d2239860873afc,0x0fce1eecf97cd45f808ffce56ebe5bf74bb9bf97,0.175883,43.28,29536,0.00127833,True,0,4054,normal,0
0xc282d0fabcdcdcd487bc8e12c29c2d9a1ce2a17297d28449e6ca9c6bf455c046,18012540,2024-02-18T12:27:57,0x8dfff77a858502c7273ad9bbbc7db17a62d75229,0xc2cf189e6c574b4ddf8080a491c006a1edfb5634,0.015653,50.42,23502,0.00118501,True,0,1119,normal,0
0x7129d5274ba9b27eddc5d20e3d50101cfecec4a60b119f49816099e0d61dc2d9,18008956,2024-12-17T16:53:38,0x6e23ae818ce6709ab859f56f01cc4cf7ad5a3323,0xde5c6044071daeda338e6c198d13bc628ba51594,0.045423,40.54,24329,0.00098627,True,68,686,normal,0
0x0ac4469baf97a7a241777c11333576c1ebc57c0a9b4cc30330887a7bd4cd305f,18008508,2024-04-10T07:05:21,0x0cb534dba5da0cb9354525d0c66feaeb5b741fc8,0xec5ee9c9cb93164f728b1ce3a2a47962d072abb0,0.140623,58.24,32550,0.00189582,False,0,514,normal,0
